NACA 23012                                      
 Alfa =  12.00000 Re =  1490000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.15497
   0.99387  0.00225  0.14861
   0.98311  0.00398  0.13616
   0.97047  0.00598  0.12015
   0.95624  0.00821  0.10060
   0.94091  0.01056  0.07814
   0.92495  0.01298  0.05349
   0.90866  0.01541  0.02754
   0.89220  0.01782  0.00070
   0.87565  0.02021 -0.02651
   0.85907  0.02257 -0.05383
   0.84246  0.02489 -0.08115
   0.82583  0.02717 -0.10844
   0.80919  0.02942 -0.13533
   0.79255  0.03163 -0.16222
   0.77590  0.03381 -0.18878
   0.75924  0.03595 -0.21540
   0.74258  0.03806 -0.24175
   0.72592  0.04012 -0.26832
   0.70926  0.04215 -0.29474
   0.69260  0.04414 -0.32158
   0.67595  0.04609 -0.34827
   0.65930  0.04801 -0.37535
   0.64265  0.04987 -0.40310
   0.62600  0.05170 -0.43084
   0.60937  0.05348 -0.45917
   0.59274  0.05522 -0.48856
   0.57613  0.05691 -0.51788
   0.55952  0.05855 -0.54843
   0.54293  0.06013 -0.57964
   0.52635  0.06166 -0.61180
   0.50979  0.06314 -0.64483
   0.49325  0.06455 -0.67911
   0.47673  0.06590 -0.71438
   0.46023  0.06719 -0.75128
   0.44375  0.06841 -0.78951
   0.42730  0.06955 -0.82935
   0.41088  0.07062 -0.87072
   0.39449  0.07160 -0.91431
   0.37814  0.07250 -0.95996
   0.36183  0.07331 -1.00806
   0.34556  0.07403 -1.05884
   0.32933  0.07464 -1.11269
   0.31316  0.07515 -1.16993
   0.29705  0.07554 -1.23119
   0.28101  0.07581 -1.29704
   0.26505  0.07596 -1.36828
   0.24918  0.07597 -1.44627
   0.23343  0.07584 -1.53172
   0.21784  0.07556 -1.62779
   0.20249  0.07513 -1.73775
   0.18749  0.07453 -1.86887
   0.17294  0.07372 -2.01384
   0.15887  0.07267 -2.16707
   0.14529  0.07134 -2.32496
   0.13221  0.06971 -2.48443
   0.11963  0.06776 -2.64171
   0.10758  0.06549 -2.79420
   0.09608  0.06291 -2.93704
   0.08518  0.06003 -3.06868
   0.07493  0.05689 -3.20204
   0.06541  0.05355 -3.41656
   0.05667  0.05006 -3.58336
   0.04877  0.04651 -3.67764
   0.04171  0.04298 -3.78131
   0.03548  0.03952 -3.88945
   0.03003  0.03619 -4.00113
   0.02528  0.03300 -4.11620
   0.02116  0.02998 -4.23508
   0.01758  0.02710 -4.35819
   0.01447  0.02437 -4.48545
   0.01177  0.02178 -4.61779
   0.00943  0.01930 -4.75307
   0.00740  0.01692 -4.88920
   0.00566  0.01464 -5.02364
   0.00417  0.01243 -5.15074
   0.00292  0.01029 -5.25696
   0.00191  0.00821 -5.33192
   0.00111  0.00618 -5.35269
   0.00053  0.00421 -5.28992
   0.00016  0.00229 -5.12403
   0.00001  0.00043 -4.83548
   0.00006 -0.00138 -4.43373
   0.00036 -0.00322 -3.86148
   0.00092 -0.00507 -3.11289
   0.00179 -0.00687 -2.25540
   0.00297 -0.00859 -1.41353
   0.00444 -0.01021 -0.69281
   0.00620 -0.01172 -0.13045
   0.00824 -0.01313  0.27587
   0.01056 -0.01444  0.55685
   0.01318 -0.01567  0.74455
   0.01612 -0.01683  0.86527
   0.01943 -0.01795  0.93901
   0.02320 -0.01903  0.98025
   0.02750 -0.02008  0.99776
   0.03246 -0.02113  0.99866
   0.03827 -0.02220  0.98723
   0.04514 -0.02330  0.96670
   0.05335 -0.02446  0.93898
   0.06318 -0.02570  0.90596
   0.07482 -0.02706  0.86874
   0.08822 -0.02855  0.82932
   0.10305 -0.03014  0.78871
   0.11880 -0.03181  0.74796
   0.13500 -0.03352  0.70787
   0.15130 -0.03520  0.66851
   0.16752 -0.03681  0.63009
   0.18357 -0.03831  0.59322
   0.19944 -0.03966  0.55833
   0.21521 -0.04084  0.52749
   0.23098 -0.04184  0.50004
   0.24681 -0.04270  0.47521
   0.26270 -0.04341  0.45228
   0.27867 -0.04398  0.43124
   0.29471 -0.04444  0.41181
   0.31082 -0.04477  0.39391
   0.32699 -0.04499  0.37706
   0.34322 -0.04511  0.36145
   0.35949 -0.04513  0.34729
   0.37582 -0.04505  0.33361
   0.39219 -0.04489  0.32102
   0.40859 -0.04464  0.30941
   0.42504 -0.04431  0.29826
   0.44151 -0.04390  0.28796
   0.45802 -0.04342  0.27827
   0.47455 -0.04287  0.26907
   0.49111 -0.04225  0.26059
   0.50769 -0.04158  0.25230
   0.52430 -0.04084  0.24472
   0.54092 -0.04004  0.23725
   0.55756 -0.03919  0.23046
   0.57421 -0.03829  0.22378
   0.59088 -0.03734  0.21747
   0.60756 -0.03634  0.21137
   0.62426 -0.03529  0.20575
   0.64096 -0.03420  0.20020
   0.65767 -0.03307  0.19529
   0.67438 -0.03189  0.19004
   0.69111 -0.03068  0.18519
   0.70783 -0.02942  0.18066
   0.72456 -0.02813  0.17648
   0.74129 -0.02679  0.17203
   0.75802 -0.02542  0.16816
   0.77475 -0.02401  0.16447
   0.79147 -0.02257  0.16096
   0.80820 -0.02108  0.15757
   0.82491 -0.01956  0.15439
   0.84162 -0.01801  0.15198
   0.85831 -0.01642  0.14951
   0.87498 -0.01479  0.14751
   0.89161 -0.01312  0.14595
   0.90815 -0.01143  0.14509
   0.92453 -0.00971  0.14457
   0.94058 -0.00799  0.14537
   0.95598 -0.00630  0.14670
   0.97030 -0.00470  0.14963
   0.98301 -0.00324  0.15333
   0.99383 -0.00199  0.15868
   1.00000 -0.00126  0.15497
