E387                                            
 Alfa =  18.00000 Re =   100000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000 -0.49727
   0.99677  0.00043 -0.49793
   0.98729  0.00180 -0.49985
   0.97198  0.00423 -0.50295
   0.95128  0.00763 -0.50720
   0.92554  0.01184 -0.51259
   0.89510  0.01679 -0.51914
   0.86035  0.02242 -0.52687
   0.82183  0.02866 -0.53579
   0.78007  0.03540 -0.54593
   0.73567  0.04249 -0.55735
   0.68922  0.04975 -0.57011
   0.64136  0.05696 -0.58429
   0.59272  0.06390 -0.60002
   0.54394  0.07020 -0.61747
   0.49549  0.07546 -0.63692
   0.44767  0.07936 -0.65882
   0.40077  0.08173 -0.68373
   0.35505  0.08247 -0.71236
   0.31078  0.08156 -0.74565
   0.26813  0.07908 -0.78493
   0.22742  0.07529 -0.83181
   0.18906  0.07037 -0.88870
   0.15345  0.06448 -0.95948
   0.12094  0.05775 -1.05179
   0.09185  0.05033 -1.18803
   0.06643  0.04238 -1.41111
   0.04493  0.03408 -1.42255
   0.02748  0.02562 -1.43731
   0.01423  0.01726 -1.45793
   0.00519  0.00931 -1.49642
   0.00044  0.00234 -1.66057
   0.00091 -0.00286 -0.93587
   0.00717 -0.00682  0.93224
   0.01890 -0.01017  0.99115
   0.03596 -0.01265  0.89744
   0.05827 -0.01425  0.79612
   0.08569 -0.01500  0.70486
   0.11800 -0.01502  0.63128
   0.15490 -0.01441  0.56677
   0.19599 -0.01329  0.51332
   0.24083 -0.01177  0.46559
   0.28892 -0.00998  0.42307
   0.33968 -0.00804  0.38371
   0.39252 -0.00605  0.34644
   0.44679 -0.00410  0.31109
   0.50182 -0.00228  0.27624
   0.55694 -0.00065  0.24149
   0.61147  0.00074  0.20641
   0.66472  0.00186  0.17048
   0.71602  0.00268  0.13277
   0.76475  0.00320  0.09314
   0.81027  0.00342  0.05042
   0.85202  0.00337  0.00475
   0.88944  0.00307 -0.04604
   0.92205  0.00258 -0.10238
   0.94942  0.00196 -0.16743
   0.97118  0.00132 -0.23624
   0.98705  0.00071 -0.31206
   0.99674  0.00021 -0.41080
   1.00000  0.00000 -0.49727
