E387                                            
 Alfa =   3.74200 Re =   100000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.11430
   0.99677  0.00043  0.10801
   0.98729  0.00180  0.09685
   0.97198  0.00423  0.07776
   0.95128  0.00763  0.05236
   0.92554  0.01184  0.02294
   0.89510  0.01679 -0.01088
   0.86035  0.02242 -0.05139
   0.82183  0.02866 -0.10565
   0.78007  0.03540 -0.19121
   0.73567  0.04249 -0.34441
   0.68922  0.04975 -0.56396
   0.64136  0.05696 -0.63228
   0.59272  0.06390 -0.63784
   0.54394  0.07020 -0.64373
   0.49549  0.07546 -0.65329
   0.44767  0.07936 -0.67281
   0.40077  0.08173 -0.71009
   0.35505  0.08247 -0.76844
   0.31078  0.08156 -0.82915
   0.26813  0.07908 -0.87144
   0.22742  0.07529 -0.90443
   0.18906  0.07037 -0.93298
   0.15345  0.06448 -0.95954
   0.12094  0.05775 -0.98366
   0.09185  0.05033 -1.00391
   0.06643  0.04238 -1.01920
   0.04493  0.03408 -1.01877
   0.02748  0.02562 -1.00606
   0.01423  0.01726 -0.87613
   0.00519  0.00931 -0.82069
   0.00044  0.00234 -0.44111
   0.00091 -0.00286  0.93374
   0.00717 -0.00682  0.75922
   0.01890 -0.01017  0.51815
   0.03596 -0.01265  0.39587
   0.05827 -0.01425  0.30097
   0.08569 -0.01500  0.26280
   0.11800 -0.01502  0.23172
   0.15490 -0.01441  0.21522
   0.19599 -0.01329  0.20447
   0.24083 -0.01177  0.19735
   0.28892 -0.00998  0.19279
   0.33968 -0.00804  0.18936
   0.39252 -0.00605  0.18680
   0.44679 -0.00410  0.18469
   0.50182 -0.00228  0.18270
   0.55694 -0.00065  0.18064
   0.61147  0.00074  0.17854
   0.66472  0.00186  0.17629
   0.71602  0.00268  0.17329
   0.76475  0.00320  0.16973
   0.81027  0.00342  0.16548
   0.85202  0.00337  0.16065
   0.88944  0.00307  0.15442
   0.92205  0.00258  0.14696
   0.94942  0.00196  0.13749
   0.97118  0.00132  0.12852
   0.98705  0.00071  0.11938
   0.99674  0.00021  0.10974
   1.00000  0.00000  0.11430
