E387                                            
 Alfa =  16.00000 Re =   100000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000 -0.42350
   0.99677  0.00043 -0.42417
   0.98729  0.00180 -0.42616
   0.97198  0.00423 -0.42937
   0.95128  0.00763 -0.43377
   0.92554  0.01184 -0.43938
   0.89510  0.01679 -0.44621
   0.86035  0.02242 -0.45431
   0.82183  0.02866 -0.46372
   0.78007  0.03540 -0.47450
   0.73567  0.04249 -0.48674
   0.68922  0.04975 -0.50057
   0.64136  0.05696 -0.51616
   0.59272  0.06390 -0.53376
   0.54394  0.07020 -0.55369
   0.49549  0.07546 -0.57647
   0.44767  0.07936 -0.60291
   0.40077  0.08173 -0.63405
   0.35505  0.08247 -0.67132
   0.31078  0.08156 -0.71675
   0.26813  0.07908 -0.77329
   0.22742  0.07529 -0.84509
   0.18906  0.07037 -0.93881
   0.15345  0.06448 -1.06625
   0.12094  0.05775 -1.25319
   0.09185  0.05033 -1.54482
   0.06643  0.04238 -1.56346
   0.04493  0.03408 -1.57778
   0.02748  0.02562 -1.59651
   0.01423  0.01726 -1.62396
   0.00519  0.00931 -1.67922
   0.00044  0.00234 -1.88714
   0.00091 -0.00286 -0.85395
   0.00717 -0.00682  0.95710
   0.01890 -0.01017  0.97990
   0.03596 -0.01265  0.86776
   0.05827 -0.01425  0.76021
   0.08569 -0.01500  0.66670
   0.11800 -0.01502  0.59395
   0.15490 -0.01441  0.53139
   0.19599 -0.01329  0.48011
   0.24083 -0.01177  0.43540
   0.28892 -0.00998  0.39583
   0.33968 -0.00804  0.35960
   0.39252 -0.00605  0.32563
   0.44679 -0.00410  0.29350
   0.50182 -0.00228  0.26212
   0.55694 -0.00065  0.23085
   0.61147  0.00074  0.19939
   0.66472  0.00186  0.16724
   0.71602  0.00268  0.13349
   0.76475  0.00320  0.09800
   0.81027  0.00342  0.05968
   0.85202  0.00337  0.01862
   0.88944  0.00307 -0.02726
   0.92205  0.00258 -0.07845
   0.94942  0.00196 -0.13804
   0.97118  0.00132 -0.20158
   0.98705  0.00071 -0.27222
   0.99674  0.00021 -0.36361
   1.00000  0.00000 -0.42350
