DOUGLAS LA203A AIRFOIL                          
 Alfa =  20.00000 Re =   500000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.32249
   0.99394  0.00238448.93411
   0.98615  0.00442450.66479
   0.97667  0.00639470.66489
   0.96552  0.00821  0.22031
   0.95274  0.00984446.57822
   0.93839  0.01122405.47488
   0.92250  0.01230403.09717
   0.90514  0.01306404.31610
   0.88637  0.01345415.87109
   0.86625  0.01348978.75281
   0.84486  0.01309*********
   0.82226  0.01231498.63876
   0.79855  0.01115452.46829
   0.77379  0.00960436.30472
   0.74809  0.00769428.99765
   0.72152  0.00545425.33765
   0.69419  0.00292423.51672
   0.66619  0.00014422.85910
   0.63762 -0.00282422.97504
   0.60858 -0.00592423.77231
   0.57917 -0.00905425.13950
   0.54949 -0.01210427.07794
   0.51965 -0.01495429.23395
   0.48976 -0.01753431.71646
   0.45992 -0.01983434.67560
   0.43023 -0.02183438.02853
   0.40080 -0.02351441.84204
   0.37173 -0.02492446.19775
   0.34313 -0.02612451.67499
   0.31509 -0.02718458.40240
   0.28772 -0.02812467.07104
   0.26111 -0.02897478.53500
   0.23535 -0.02972493.10251
   0.21054 -0.03040513.52423
   0.18676 -0.03102542.13214
   0.16409 -0.03156584.78082
   0.14263 -0.03202660.17450
   0.12243 -0.03241819.69226
   0.10358 -0.03269*********
   0.08613 -0.03266*********
   0.07016 -0.03287*********
   0.05571 -0.03268*********
   0.04285 -0.03221-73.00111
   0.03160 -0.03132-23.72962
   0.02201 -0.02964 -4.26122
   0.01413 -0.02652  0.70779
   0.00796 -0.02154  0.95435
   0.00354 -0.01514  0.84434
   0.00089 -0.00802  0.90277
   0.00000  0.00000 -8.71171
   1.00000  0.00000-26.44154
   0.99394  0.00304469.26184
   0.98615  0.00588478.65674
   0.97667  0.00898471.90652
   0.96552  0.01241449.47232
   0.95274  0.01616*********
   0.93839  0.02026404.40381
   0.92250  0.02470401.33829
   0.90514  0.02949401.30533
   0.88637  0.03463403.06747
   0.86625  0.04011402.28851
   0.84486  0.04594*********
   0.82226  0.05209*********
   0.79855  0.05855498.41006
   0.77379  0.06529442.26355
   0.74809  0.07229426.75363
   0.72152  0.07999417.40723
   0.69419  0.08680414.94742
   0.66619  0.09406412.18127
   0.63762  0.10109410.64368
   0.60858  0.10764409.79993
   0.57917  0.11357409.42929
   0.54949  0.11877409.76361
   0.51965  0.12318410.32239
   0.48976  0.12674410.70944
   0.45992  0.12944411.58585
   0.43023  0.13122412.73453
   0.40080  0.13209414.14462
   0.37173  0.13207415.31451
   0.34313  0.13118417.45148
   0.31509  0.12944419.84177
   0.28772  0.12685423.24603
   0.26111  0.12342429.68466
   0.23535  0.11923436.36154
   0.21054  0.11439440.38968
   0.18676  0.10897533.86694
   0.16409  0.10305492.99100
   0.14263  0.09669455.61404
   0.12243  0.08996402.96979
   0.10358  0.08292399.28445
   0.08613  0.07564399.23492
   0.07016  0.06819399.54263
   0.05571  0.06064403.79343
   0.04285  0.05305433.22861
   0.03160  0.04549406.67657
   0.02201  0.03803721.85535
   0.01413  0.03068979.01379
   0.00796  0.02334*********
   0.00354  0.01584*********
   0.00089  0.00600-12.94689
   0.00000  0.00000  0.32249
