DOUGLAS LA203A AIRFOIL                          
 Alfa =   9.00000 Re =   375000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.92724
   0.99394  0.00238660.49530
   0.98615  0.00442720.19971
   0.97667  0.00639942.98499
   0.96552  0.00821 -0.06051
   0.95274  0.00984695.40808
   0.93839  0.01122426.53946
   0.92250  0.01230416.12350
   0.90514  0.01306421.43021
   0.88637  0.01345477.35947
   0.86625  0.01348*********
   0.84486  0.01309*********
   0.82226  0.01231*********
   0.79855  0.01115738.93530
   0.77379  0.00960597.30328
   0.74809  0.00769547.27112
   0.72152  0.00545524.59839
   0.69419  0.00292513.76892
   0.66619  0.00014509.77771
   0.63762 -0.00282510.15216
   0.60858 -0.00592514.34717
   0.57917 -0.00905521.85315
   0.54949 -0.01210532.88092
   0.51965 -0.01495545.56140
   0.48976 -0.01753560.75647
   0.45992 -0.01983579.79742
   0.43023 -0.02183602.63037
   0.40080 -0.02351630.41882
   0.37173 -0.02492664.81970
   0.34313 -0.02612712.75232
   0.31509 -0.02718780.16089
   0.28772 -0.02812884.67822
   0.26111 -0.02897*********
   0.23535 -0.02972*********
   0.21054 -0.03040*********
   0.18676 -0.03102*********
   0.16409 -0.03156*********
   0.14263 -0.03202*********
   0.12243 -0.03241*********
   0.10358 -0.03269*********
   0.08613 -0.03266*********
   0.07016 -0.03287-71.28590
   0.05571 -0.03268-36.50170
   0.04285 -0.03221-16.25176
   0.03160 -0.03132 -5.17811
   0.02201 -0.02964 -0.27835
   0.01413 -0.02652  0.96365
   0.00796 -0.02154  0.95097
   0.00354 -0.01514  0.89600
   0.00089 -0.00802  1.00249
   0.00000  0.00000 -0.67705
   1.00000  0.00000 -3.44707
   0.99394  0.00304790.08850
   0.98615  0.00588*********
   0.97667  0.00898901.58435
   0.96552  0.01241787.63177
   0.95274  0.01616-30.87205
   0.93839  0.02026421.56363
   0.92250  0.02470408.58499
   0.90514  0.02949408.45007
   0.88637  0.03463415.85443
   0.86625  0.04011412.61365
   0.84486  0.04594-29.67449
   0.82226  0.05209*********
   0.79855  0.05855*********
   0.77379  0.06529632.37598
   0.74809  0.07229529.36688
   0.72152  0.07999479.01944
   0.69419  0.08680466.98483
   0.66619  0.09406453.92142
   0.63762  0.10109446.86685
   0.60858  0.10764443.01025
   0.57917  0.11357441.26212
   0.54949  0.11877442.57556
   0.51965  0.12318444.84363
   0.48976  0.12674446.33878
   0.45992  0.12944449.98590
   0.43023  0.13122454.84177
   0.40080  0.13209460.89807
   0.37173  0.13207465.97952
   0.34313  0.13118475.55786
   0.31509  0.12944486.64075
   0.28772  0.12685503.20547
   0.26111  0.12342536.32092
   0.23535  0.11923577.38690
   0.21054  0.11439573.89215
   0.18676  0.10897*********
   0.16409  0.10305946.71771
   0.14263  0.09669715.37408
   0.12243  0.08996414.55591
   0.10358  0.08292400.06918
   0.08613  0.07564399.89111
   0.07016  0.06819401.02982
   0.05571  0.06064417.45410
   0.04285  0.05305566.45258
   0.03160  0.04549430.41339
   0.02201  0.03803*********
   0.01413  0.03068*********
   0.00796  0.02334-68.20924
   0.00354  0.01584-20.02339
   0.00089  0.00600 -2.28565
   0.00000  0.00000  0.92724
