DOUGLAS LA203A AIRFOIL                          
 Alfa =  15.00000 Re =   375000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.66969
   0.99394  0.00238485.54816
   0.98615  0.00442491.81003
   0.97667  0.00639531.05353
   0.96552  0.00821  0.08966
   0.95274  0.00984484.71326
   0.93839  0.01122409.89917
   0.92250  0.01230405.87225
   0.90514  0.01306407.93442
   0.88637  0.01345427.91074
   0.86625  0.01348*********
   0.84486  0.01309*********
   0.82226  0.01231594.89026
   0.79855  0.01115495.38120
   0.77379  0.00960464.31403
   0.74809  0.00769450.83139
   0.72152  0.00545444.19562
   0.69419  0.00292440.91550
   0.66619  0.00014439.72009
   0.63762 -0.00282439.89990
   0.60858 -0.00592441.28870
   0.57917 -0.00905443.69562
   0.54949 -0.01210447.13461
   0.51965 -0.01495450.98346
   0.48976 -0.01753455.44861
   0.45992 -0.01983460.82162
   0.43023 -0.02183466.97220
   0.40080 -0.02351474.05237
   0.37173 -0.02492482.25266
   0.34313 -0.02612492.74319
   0.31509 -0.02718505.90955
   0.28772 -0.02812523.34747
   0.26111 -0.02897547.25525
   0.23535 -0.02972579.11688
   0.21054 -0.03040626.77740
   0.18676 -0.03102700.19092
   0.16409 -0.03156826.97595
   0.14263 -0.03202*********
   0.12243 -0.03241*********
   0.10358 -0.03269*********
   0.08613 -0.03266*********
   0.07016 -0.03287*********
   0.05571 -0.03268-97.53228
   0.04285 -0.03221-41.31870
   0.03160 -0.03132-13.73940
   0.02201 -0.02964 -2.13635
   0.01413 -0.02652  0.85243
   0.00796 -0.02154  0.95237
   0.00354 -0.01514  0.86787
   0.00089 -0.00802  0.97180
   0.00000  0.00000 -4.25380
   1.00000  0.00000-13.44577
   0.99394  0.00304521.23047
   0.98615  0.00588547.80115
   0.97667  0.00898531.01593
   0.96552  0.01241493.51007
   0.95274  0.01616-71.19990
   0.93839  0.02026408.05447
   0.92250  0.02470402.90448
   0.90514  0.02949402.84955
   0.88637  0.03463405.80585
   0.86625  0.04011404.50354
   0.84486  0.04594-71.14080
   0.82226  0.05209*********
   0.79855  0.05855590.68469
   0.77379  0.06529474.74997
   0.74809  0.07229446.40771
   0.72152  0.07999429.96631
   0.69419  0.08680425.72092
   0.66619  0.09406420.97891
   0.63762  0.10109418.35773
   0.60858  0.10764416.91843
   0.57917  0.11357416.27936
   0.54949  0.11877416.82541
   0.51965  0.12318417.74612
   0.48976  0.12674418.37479
   0.45992  0.12944419.82773
   0.43023  0.13122421.73874
   0.40080  0.13209424.09241
   0.37173  0.13207426.04883
   0.34313  0.13118429.64899
   0.31509  0.12944433.70544
   0.28772  0.12685439.54422
   0.26111  0.12342450.69418
   0.23535  0.11923462.76312
   0.21054  0.11439467.38004
   0.18676  0.10897734.46936
   0.16409  0.10305562.40680
   0.14263  0.09669498.20428
   0.12243  0.08996405.53604
   0.10358  0.08292399.46408
   0.08613  0.07564399.38446
   0.07016  0.06819399.88330
   0.05571  0.06064406.84784
   0.04285  0.05305457.85825
   0.03160  0.04549411.77267
   0.02201  0.03803*********
   0.01413  0.03068*********
   0.00796  0.02334*********
   0.00354  0.01584-57.50586
   0.00089  0.00600 -7.20609
   0.00000  0.00000  0.66969
